date,admin_level,admin_name,water_km2
2024-08-22,ADM2,Aba North,0.0171
2024-08-22,ADM2,Aba South,0.0
2024-08-22,ADM2,Abadam,0.0
2024-08-22,ADM2,Abaji,0.0
2024-08-22,ADM2,Abak,0.1188
2024-08-22,ADM2,Abakaliki,0.5283
2024-08-22,ADM2,Abeokuta North,0.0
2024-08-22,ADM2,Abeokuta South,0.0
2024-08-22,ADM2,Abi,13.2462
2024-08-22,ADM2,Aboh-Mbaise,0.1503
2024-08-22,ADM2,Abua/Odual,0.0
2024-08-22,ADM2,Adavi,0.0
2024-08-22,ADM2,Ado,0.0
2024-08-22,ADM2,Ado Odo/Ota,0.0
2024-08-22,ADM2,Ado-Ekiti,0.0
2024-08-22,ADM2,Afijio,0.0
2024-08-22,ADM2,Afikpo North,8.2305
2024-08-22,ADM2,Afikpo South,0.5715
2024-08-22,ADM2,Agaie,0.0
2024-08-22,ADM2,Agatu,1.0962
2024-08-22,ADM2,Agege,0.0
2024-08-22,ADM2,Aguata,0.0063
2024-08-22,ADM2,Agwara,0.0
2024-08-22,ADM2,Ahiazu-Mbaise,0.0
2024-08-22,ADM2,Ahoada East,0.0
2024-08-22,ADM2,Ahoada West,0.0
2024-08-22,ADM2,Ajaokuta,0.0
2024-08-22,ADM2,Ajeromi/Ifelodun,0.0
2024-08-22,ADM2,Ajingi,6.0291
2024-08-22,ADM2,Akamkpa,35.4645
2024-08-22,ADM2,Akinyele,0.0
2024-08-22,ADM2,Akko,0.0
2024-08-22,ADM2,Akoko North East,0.0
2024-08-22,ADM2,Akoko North West,0.0
2024-08-22,ADM2,Akoko South East,0.0
2024-08-22,ADM2,Akoko South West,0.0
2024-08-22,ADM2,Akoko-Edo,0.0
2024-08-22,ADM2,Akpabuyo,79.2504
2024-08-22,ADM2,Akuku Toru,280.1907
2024-08-22,ADM2,Akure North,0.0
2024-08-22,ADM2,Akure South,0.0
2024-08-22,ADM2,Akwanga,1.7046000000000001
2024-08-22,ADM2,Albasu,5.4818999999999996
2024-08-22,ADM2,Aleiro,0.0
2024-08-22,ADM2,Alimosho,0.0
2024-08-22,ADM2,Alkaleri,2.5029000000000003
2024-08-22,ADM2,Amuwo Odofin,0.0
2024-08-22,ADM2,Anambra East,0.0
2024-08-22,ADM2,Anambra West,0.0
2024-08-22,ADM2,Anaocha,0.0
2024-08-22,ADM2,Andoni,177.7536
2024-08-22,ADM2,Aninri,3.1257
2024-08-22,ADM2,Aniocha North,0.0
2024-08-22,ADM2,Aniocha South,0.0
2024-08-22,ADM2,Anka,0.0
2024-08-22,ADM2,Ankpa,0.0
2024-08-22,ADM2,Apa,0.0
2024-08-22,ADM2,Apapa,0.0
2024-08-22,ADM2,Ardo-Kola,0.0
2024-08-22,ADM2,Arewa Dandi,0.0
2024-08-22,ADM2,Argungu,0.0
2024-08-22,ADM2,Arochukwu,2.2428
2024-08-22,ADM2,Asa,0.0
2024-08-22,ADM2,Asari-Toru,95.8122
2024-08-22,ADM2,Askira Uba,0.0
2024-08-22,ADM2,Atakunmosa East,0.0
2024-08-22,ADM2,Atakunmosa West,0.0
2024-08-22,ADM2,Atiba,0.0
2024-08-22,ADM2,Atisbo,0.0
2024-08-22,ADM2,Augie,0.0
2024-08-22,ADM2,Auyo,0.0
2024-08-22,ADM2,Awe,74.5146
2024-08-22,ADM2,Awgu,0.0027
2024-08-22,ADM2,Awka North,0.0
2024-08-22,ADM2,Awka South,0.1026
2024-08-22,ADM2,Ayamelum,0.0
2024-08-22,ADM2,Ayedade,0.0
2024-08-22,ADM2,Ayedire,0.0
2024-08-22,ADM2,Babura,0.2385
2024-08-22,ADM2,Badagry,0.0
2024-08-22,ADM2,Bade,0.0
2024-08-22,ADM2,Bagudu,0.0
2024-08-22,ADM2,Bagwai,26.1144
2024-08-22,ADM2,Bakassi,80.8893
2024-08-22,ADM2,Bakori,0.08639999999999999
2024-08-22,ADM2,Bakura,0.0
2024-08-22,ADM2,Balanga,0.0
2024-08-22,ADM2,Bali,6.7923
2024-08-22,ADM2,Bama,0.0
2024-08-22,ADM2,Barkin Ladi,16.6995
2024-08-22,ADM2,Baruten,0.0
2024-08-22,ADM2,Bassa,0.846
2024-08-22,ADM2,Batagarawa,0.0846
2024-08-22,ADM2,Batsari,0.6246
2024-08-22,ADM2,Bauchi,17.225099999999998
2024-08-22,ADM2,Baure,0.0009
2024-08-22,ADM2,Bayo,0.0
2024-08-22,ADM2,Bebeji,50.1507
2024-08-22,ADM2,Bekwarra,0.0927
2024-08-22,ADM2,Bende,0.1395
2024-08-22,ADM2,Biase,60.6006
2024-08-22,ADM2,Bichi,5.935499999999999
2024-08-22,ADM2,Bida,0.0
2024-08-22,ADM2,Billiri,0.0
2024-08-22,ADM2,Bindawa,0.4932
2024-08-22,ADM2,Binji,0.0
2024-08-22,ADM2,Biriniwa,0.0
2024-08-22,ADM2,Birnin Gwari,0.0
2024-08-22,ADM2,Birnin Kebbi,0.0
2024-08-22,ADM2,Birnin Kudu,6.2055
2024-08-22,ADM2,Birnin Magaji-Kiyaw,0.0
2024-08-22,ADM2,Biu,0.0
2024-08-22,ADM2,Bodinga,0.0
2024-08-22,ADM2,Bogoro,1.4085
2024-08-22,ADM2,Boki,3.0951
2024-08-22,ADM2,Bokkos,0.7326
2024-08-22,ADM2,Boluwaduro,0.0
2024-08-22,ADM2,Bomadi,0.0
2024-08-22,ADM2,Bonny,186.35309999999998
2024-08-22,ADM2,Borgu,0.0
2024-08-22,ADM2,Boripe,0.0
2024-08-22,ADM2,Bosso,0.0
2024-08-22,ADM2,Brass,0.0
2024-08-22,ADM2,Buji,0.8622
2024-08-22,ADM2,Bukkuyum,0.0
2024-08-22,ADM2,Bungudu,0.0
2024-08-22,ADM2,Bunkure,2.6055
2024-08-22,ADM2,Bunza,0.0
2024-08-22,ADM2,Bursari,0.0
2024-08-22,ADM2,Buruku,84.5964
2024-08-22,ADM2,Burutu,0.0
2024-08-22,ADM2,Bwari,0.0
2024-08-22,ADM2,Calabar Municipal,7.7085
2024-08-22,ADM2,Calabar South,55.1826
2024-08-22,ADM2,Chanchaga,0.0
2024-08-22,ADM2,Charanchi,0.1386
2024-08-22,ADM2,Chibok,0.0
2024-08-22,ADM2,Chikun,0.2619
2024-08-22,ADM2,Dala,0.0
2024-08-22,ADM2,Damaturu,0.0
2024-08-22,ADM2,Dambam,0.0
2024-08-22,ADM2,Dambatta,0.036
2024-08-22,ADM2,Damboa,0.0
2024-08-22,ADM2,Dan Musa,0.3177
2024-08-22,ADM2,Dandi,0.0
2024-08-22,ADM2,Dandume,0.0
2024-08-22,ADM2,Dange Shuni,0.0
2024-08-22,ADM2,Danja,0.6291
2024-08-22,ADM2,Darazo,0.0
2024-08-22,ADM2,Dass,1.62
2024-08-22,ADM2,Daura,2.6577
2024-08-22,ADM2,Dawakin Kudu,7.6482
2024-08-22,ADM2,Dawakin Tofa,0.2295
2024-08-22,ADM2,Degema,439.43489999999997
2024-08-22,ADM2,Dekina,0.0
2024-08-22,ADM2,Demsa,0.0
2024-08-22,ADM2,Dikwa,0.0
2024-08-22,ADM2,Doguwa,0.4527
2024-08-22,ADM2,Doma,230.1489
2024-08-22,ADM2,Donga,61.155
2024-08-22,ADM2,Dukku,0.0
2024-08-22,ADM2,Dunukofia,0.0
2024-08-22,ADM2,Dutse,7.1019000000000005
2024-08-22,ADM2,Dutsi,5.0886000000000005
2024-08-22,ADM2,Dutsin Ma,24.8148
2024-08-22,ADM2,Eastern Obolo,65.6046
2024-08-22,ADM2,Ebonyi,0.0
2024-08-22,ADM2,Edati,0.0
2024-08-22,ADM2,Ede North,0.0
2024-08-22,ADM2,Ede South,0.0
2024-08-22,ADM2,Edu,0.0
2024-08-22,ADM2,Efon,0.0
2024-08-22,ADM2,Egbeda,0.0
2024-08-22,ADM2,Egbedore,0.0
2024-08-22,ADM2,Egor,0.0
2024-08-22,ADM2,Ehime-Mbano,0.0333
2024-08-22,ADM2,Ejigbo,0.0
2024-08-22,ADM2,Ekeremor,0.0
2024-08-22,ADM2,Eket,11.232
2024-08-22,ADM2,Ekiti,0.0
2024-08-22,ADM2,Ekiti East,0.0
2024-08-22,ADM2,Ekiti South-West,0.0
2024-08-22,ADM2,Ekiti West,0.0
2024-08-22,ADM2,Ekwusigo,0.0
2024-08-22,ADM2,Eleme,5.292
2024-08-22,ADM2,Emuoha,24.804
2024-08-22,ADM2,Emure,0.0
2024-08-22,ADM2,Enugu East,0.0
2024-08-22,ADM2,Enugu North,0.0
2024-08-22,ADM2,Enugu South,0.0
2024-08-22,ADM2,Epe,0.0
2024-08-22,ADM2,Esan Central,0.0
2024-08-22,ADM2,Esan North-East,0.0
2024-08-22,ADM2,Esan South-East,0.0
2024-08-22,ADM2,Esan West,0.0
2024-08-22,ADM2,Ese Odo,0.0
2024-08-22,ADM2,Esit Eket,5.1327
2024-08-22,ADM2,Essien Udim,0.0864
2024-08-22,ADM2,Etche,5.2362
2024-08-22,ADM2,Ethiope East,0.0
2024-08-22,ADM2,Ethiope West,0.0
2024-08-22,ADM2,Eti Osa,0.0
2024-08-22,ADM2,Etim Ekpo,0.2655
2024-08-22,ADM2,Etinan,1.1763
2024-08-22,ADM2,Etsako Central,0.0
2024-08-22,ADM2,Etsako East,0.0
2024-08-22,ADM2,Etsako West,0.0
2024-08-22,ADM2,Etung,17.6571
2024-08-22,ADM2,Ewekoro,0.0
2024-08-22,ADM2,Ezeagu,0.0
2024-08-22,ADM2,Ezinihitte,0.4824
2024-08-22,ADM2,Ezza North,0.0
2024-08-22,ADM2,Ezza South,0.0324
2024-08-22,ADM2,Fagge,0.0018
2024-08-22,ADM2,Fakai,0.0
2024-08-22,ADM2,Faskari,0.0
2024-08-22,ADM2,Fika,0.0
2024-08-22,ADM2,Fufore,0.0
2024-08-22,ADM2,Funakaye,0.0
2024-08-22,ADM2,Fune,0.0
2024-08-22,ADM2,Funtua,0.009
2024-08-22,ADM2,Gabasawa,2.9142
2024-08-22,ADM2,Gada,0.0
2024-08-22,ADM2,Gagarawa,0.0432
2024-08-22,ADM2,Gamawa,0.0
2024-08-22,ADM2,Ganjuwa,15.9048
2024-08-22,ADM2,Ganye,0.0
2024-08-22,ADM2,Garki,2.1456
2024-08-22,ADM2,Garko,4.5126
2024-08-22,ADM2,Garun Malam,0.729
2024-08-22,ADM2,Gashaka,0.0
2024-08-22,ADM2,Gassol,48.3219
2024-08-22,ADM2,Gaya,6.102
2024-08-22,ADM2,Gbako,0.0
2024-08-22,ADM2,Gboko,0.6498
2024-08-22,ADM2,Gbonyin,0.0
2024-08-22,ADM2,Geidam,0.0
2024-08-22,ADM2,Gezawa,14.5179
2024-08-22,ADM2,Giade,0.0
2024-08-22,ADM2,Girei,0.0
2024-08-22,ADM2,Giwa,0.3537
2024-08-22,ADM2,Gokana,38.7513
2024-08-22,ADM2,Gombe,0.0
2024-08-22,ADM2,Gombi,0.0
2024-08-22,ADM2,Goronyo,0.0
2024-08-22,ADM2,Gubio,0.0
2024-08-22,ADM2,Gudu,0.0
2024-08-22,ADM2,Gujba,0.0
2024-08-22,ADM2,Gulani,0.0
2024-08-22,ADM2,Guma,105.3774
2024-08-22,ADM2,Gumel,0.0819
2024-08-22,ADM2,Gummi,0.0
2024-08-22,ADM2,Gurara,0.0
2024-08-22,ADM2,Guri,0.0
2024-08-22,ADM2,Gusau,0.0
2024-08-22,ADM2,Guyuk,0.0
2024-08-22,ADM2,Guzamala,0.0
2024-08-22,ADM2,Gwadabawa,0.0
2024-08-22,ADM2,Gwagwalada,0.0
2024-08-22,ADM2,Gwale,0.0054
2024-08-22,ADM2,Gwandu,0.0
2024-08-22,ADM2,Gwaram,5.1057
2024-08-22,ADM2,Gwarzo,3.0843
2024-08-22,ADM2,Gwer East,2.5668
2024-08-22,ADM2,Gwer West,11.203199999999999
2024-08-22,ADM2,Gwiwa,0.3249
2024-08-22,ADM2,Gwoza,0.0
2024-08-22,ADM2,Hadejia,0.0
2024-08-22,ADM2,Hawul,0.0
2024-08-22,ADM2,Hong,0.0
2024-08-22,ADM2,Ibadan North,0.0
2024-08-22,ADM2,Ibadan North East,0.0
2024-08-22,ADM2,Ibadan North West,0.0
2024-08-22,ADM2,Ibadan South East,0.0
2024-08-22,ADM2,Ibadan South West,0.0
2024-08-22,ADM2,Ibaji,0.0
2024-08-22,ADM2,Ibarapa Central,0.0
2024-08-22,ADM2,Ibarapa East,0.0
2024-08-22,ADM2,Ibarapa North,0.0
2024-08-22,ADM2,Ibeju Lekki,0.0
2024-08-22,ADM2,Ibeno,56.764799999999994
2024-08-22,ADM2,Ibesikpo Asutan,0.045
2024-08-22,ADM2,Ibi,231.8742
2024-08-22,ADM2,Ibiono Ibom,1.3176
2024-08-22,ADM2,Idah,0.0
2024-08-22,ADM2,Idanre,0.0
2024-08-22,ADM2,Ideato North,0.009000000000000001
2024-08-22,ADM2,Ideato South,0.0009
2024-08-22,ADM2,Idemili North,0.0
2024-08-22,ADM2,Idemili South,0.0
2024-08-22,ADM2,Ido,0.0
2024-08-22,ADM2,Ido-Osi,0.0
2024-08-22,ADM2,Ifako/Ijaye,0.0
2024-08-22,ADM2,Ife Central,0.0
2024-08-22,ADM2,Ife East,0.0
2024-08-22,ADM2,Ife North,0.0
2024-08-22,ADM2,Ife South,0.0
2024-08-22,ADM2,Ifedayo,0.0
2024-08-22,ADM2,Ifedore,0.0
2024-08-22,ADM2,Ifelodun,0.0
2024-08-22,ADM2,Ifo,0.0
2024-08-22,ADM2,Igabi,26.0631
2024-08-22,ADM2,Igalamela-Odolu,0.0
2024-08-22,ADM2,Igbo-Etiti,0.0
2024-08-22,ADM2,Igbo-Eze North,0.0
2024-08-22,ADM2,Igbo-Eze-South,0.0
2024-08-22,ADM2,Iguegben,0.0
2024-08-22,ADM2,Ihiala,0.0
2024-08-22,ADM2,Ihitte/Uboma,0.126
2024-08-22,ADM2,Ijebu East,0.0
2024-08-22,ADM2,Ijebu North,0.0
2024-08-22,ADM2,Ijebu North East,0.0
2024-08-22,ADM2,Ijebu Ode,0.0
2024-08-22,ADM2,Ijero,0.0
2024-08-22,ADM2,Ijumu,0.0
2024-08-22,ADM2,Ika,0.0396
2024-08-22,ADM2,Ika North East,0.0
2024-08-22,ADM2,Ika South,0.0
2024-08-22,ADM2,Ikara,0.6777000000000001
2024-08-22,ADM2,Ikeduru,0.1665
2024-08-22,ADM2,Ikeja,0.0
2024-08-22,ADM2,Ikenne,0.0
2024-08-22,ADM2,Ikere,0.0
2024-08-22,ADM2,Ikole,0.0
2024-08-22,ADM2,Ikom,38.4156
2024-08-22,ADM2,Ikono,0.2061
2024-08-22,ADM2,Ikorodu,0.0
2024-08-22,ADM2,Ikot Abasi,27.0648
2024-08-22,ADM2,Ikot Ekpene,0.0387
2024-08-22,ADM2,Ikpoba-Okha,0.0
2024-08-22,ADM2,Ikwerre,3.7737
2024-08-22,ADM2,Ikwo,13.212
2024-08-22,ADM2,Ikwuano,0.0486
2024-08-22,ADM2,Ila,0.0
2024-08-22,ADM2,Ilaje,0.0
2024-08-22,ADM2,Ile Oluji/Okeigbo,0.0
2024-08-22,ADM2,Ilejemeje,0.0
2024-08-22,ADM2,Ilesha East,0.0
2024-08-22,ADM2,Ilesha West,0.0
2024-08-22,ADM2,Illela,0.0
2024-08-22,ADM2,Ilorin East,0.0
2024-08-22,ADM2,Ilorin South,0.0
2024-08-22,ADM2,Ilorin West,0.0
2024-08-22,ADM2,Imeko Afon,0.0
2024-08-22,ADM2,Ingawa,1.0791
2024-08-22,ADM2,Ini,6.2946
2024-08-22,ADM2,Ipokia,0.0
2024-08-22,ADM2,Irele,0.0
2024-08-22,ADM2,Irepo,0.0
2024-08-22,ADM2,Irepodun,0.0
2024-08-22,ADM2,Irepodun/Ifelodun,0.0
2024-08-22,ADM2,Irewole,0.0
2024-08-22,ADM2,Isa,0.0
2024-08-22,ADM2,Ise/Orun,0.0
2024-08-22,ADM2,Iseyin,0.0
2024-08-22,ADM2,Ishielu,0.0
2024-08-22,ADM2,Isi-Uzo,0.0
2024-08-22,ADM2,Isiala Mbano,0.0594
2024-08-22,ADM2,Isiala-Ngwa North,0.0594
2024-08-22,ADM2,Isiala-Ngwa South,0.08460000000000001
2024-08-22,ADM2,Isin,0.0
2024-08-22,ADM2,Isokan,0.0
2024-08-22,ADM2,Isoko North,0.0
2024-08-22,ADM2,Isoko South,0.0
2024-08-22,ADM2,Isu,0.0009
2024-08-22,ADM2,Isuikwuato,0.018
2024-08-22,ADM2,Itas/Gadau,0.0036
2024-08-22,ADM2,Itesiwaju,0.0
2024-08-22,ADM2,Itu,10.5768
2024-08-22,ADM2,Ivo,0.4176
2024-08-22,ADM2,Iwajowa,0.0
2024-08-22,ADM2,Iwo,0.0
2024-08-22,ADM2,Izzi,3.4002
2024-08-22,ADM2,Jaba,0.0126
2024-08-22,ADM2,Jada,0.0
2024-08-22,ADM2,Jahun,29.8764
2024-08-22,ADM2,Jakusko,0.0
2024-08-22,ADM2,Jalingo,0.0
2024-08-22,ADM2,Jama'Are,0.0
2024-08-22,ADM2,Jega,0.0
2024-08-22,ADM2,Jema'A,1.8459
2024-08-22,ADM2,Jere,0.0
2024-08-22,ADM2,Jibia,20.0736
2024-08-22,ADM2,Jos East,0.0603
2024-08-22,ADM2,Jos North,2.673
2024-08-22,ADM2,Jos South,4.212
2024-08-22,ADM2,Kabba/Bunu,0.0
2024-08-22,ADM2,Kabo,11.1204
2024-08-22,ADM2,Kachia,45.5391
2024-08-22,ADM2,Kaduna North,0.0
2024-08-22,ADM2,Kaduna South,0.0
2024-08-22,ADM2,Kafin Hausa,0.0
2024-08-22,ADM2,Kafur,4.4199
2024-08-22,ADM2,Kaga,0.0
2024-08-22,ADM2,Kagarko,8.7984
2024-08-22,ADM2,Kaiama,0.0
2024-08-22,ADM2,Kaita,1.8171
2024-08-22,ADM2,Kajola,0.0
2024-08-22,ADM2,Kajuru,4.8033
2024-08-22,ADM2,Kala Balge,0.0
2024-08-22,ADM2,Kalgo,0.0
2024-08-22,ADM2,Kaltungo,0.0
2024-08-22,ADM2,Kanam,0.6174
2024-08-22,ADM2,Kankara,1.7388
2024-08-22,ADM2,Kanke,0.1062
2024-08-22,ADM2,Kankia,0.49770000000000003
2024-08-22,ADM2,Kano Municipal,0.0
2024-08-22,ADM2,Karasuwa,0.0
2024-08-22,ADM2,Karaye,71.577
2024-08-22,ADM2,Karim Lamido,0.0
2024-08-22,ADM2,Karu,0.6795
2024-08-22,ADM2,Katagum,0.0
2024-08-22,ADM2,Katcha,0.0
2024-08-22,ADM2,Katsina,0.0
2024-08-22,ADM2,Katsina-Ala,38.5524
2024-08-22,ADM2,Kaugama,0.0
2024-08-22,ADM2,Kaura,0.2313
2024-08-22,ADM2,Kaura Namoda,0.0
2024-08-22,ADM2,Kauru,17.7894
2024-08-22,ADM2,Kazaure,4.8879
2024-08-22,ADM2,Keana,0.0306
2024-08-22,ADM2,Kebbe,0.0
2024-08-22,ADM2,Keffi,0.0
2024-08-22,ADM2,Khana,16.677
2024-08-22,ADM2,Kibiya,0.2547
2024-08-22,ADM2,Kirfi,0.0
2024-08-22,ADM2,Kiri Kasama,0.0
2024-08-22,ADM2,Kiru,57.303
2024-08-22,ADM2,Kiyawa,3.51
2024-08-22,ADM2,Kogi,0.0
2024-08-22,ADM2,Koko-Besse,0.0
2024-08-22,ADM2,Kokona,1.4832
2024-08-22,ADM2,Kolokuma/Opokuma,0.0
2024-08-22,ADM2,Konduga,0.0
2024-08-22,ADM2,Konshisha,0.8415
2024-08-22,ADM2,Kontagora,0.0
2024-08-22,ADM2,Kosofe,0.0
2024-08-22,ADM2,Kubau,50.7339
2024-08-22,ADM2,Kudan,1.1745
2024-08-22,ADM2,Kuje,0.0
2024-08-22,ADM2,Kukawa,0.0
2024-08-22,ADM2,Kumbotso,0.3861
2024-08-22,ADM2,Kunchi,17.3718
2024-08-22,ADM2,Kura,3.2913
2024-08-22,ADM2,Kurfi,0.0189
2024-08-22,ADM2,Kurmi,4.3469999999999995
2024-08-22,ADM2,Kusada,0.3852
2024-08-22,ADM2,Kwali,0.0
2024-08-22,ADM2,Kwami,0.0
2024-08-22,ADM2,Kwande,10.8513
2024-08-22,ADM2,Kware,0.0
2024-08-22,ADM2,Kwaya Kusar,0.0
2024-08-22,ADM2,Lafia,35.882999999999996
2024-08-22,ADM2,Lagelu,0.0
2024-08-22,ADM2,Lagos Island,0.0
2024-08-22,ADM2,Lagos Mainland,0.0
2024-08-22,ADM2,Lamurde,0.0
2024-08-22,ADM2,Langtang North,0.8432999999999999
2024-08-22,ADM2,Langtang South,4.3146
2024-08-22,ADM2,Lapai,0.0
2024-08-22,ADM2,Lau,0.0
2024-08-22,ADM2,Lavun,0.0
2024-08-22,ADM2,Lere,1.9206
2024-08-22,ADM2,Logo,88.6419
2024-08-22,ADM2,Lokoja,0.0
2024-08-22,ADM2,Machina,0.0
2024-08-22,ADM2,Madagali,0.0
2024-08-22,ADM2,Madobi,2.2671
2024-08-22,ADM2,Mafa,0.0
2024-08-22,ADM2,Magama,0.0
2024-08-22,ADM2,Magumeri,0.0
2024-08-22,ADM2,Mai'Adua,3.8655
2024-08-22,ADM2,Maiduguri,0.0
2024-08-22,ADM2,Maigatari,0.1539
2024-08-22,ADM2,Maiha,0.0
2024-08-22,ADM2,Maiyama,0.0
2024-08-22,ADM2,Makarfi,0.7416
2024-08-22,ADM2,Makoda,5.2362
2024-08-22,ADM2,Makurdi,78.0147
2024-08-22,ADM2,Malam Madori,0.0
2024-08-22,ADM2,Malumfashi,0.43560000000000004
2024-08-22,ADM2,Mangu,0.3537
2024-08-22,ADM2,Mani,0.2988
2024-08-22,ADM2,Maradun,0.0
2024-08-22,ADM2,Mariga,0.0
2024-08-22,ADM2,Marte,0.0
2024-08-22,ADM2,Maru,0.0
2024-08-22,ADM2,Mashegu,0.0
2024-08-22,ADM2,Mashi,2.9394
2024-08-22,ADM2,Matazu,4.2489
2024-08-22,ADM2,Mayo-Belwa,0.0
2024-08-22,ADM2,Mbatoli,0.0009
2024-08-22,ADM2,Mbo,57.5874
2024-08-22,ADM2,Michika,0.0
2024-08-22,ADM2,Miga,0.0
2024-08-22,ADM2,Mikang,0.023399999999999997
2024-08-22,ADM2,Minjibir,1.647
2024-08-22,ADM2,Misau,0.0
2024-08-22,ADM2,Mkpat Enin,4.4235
2024-08-22,ADM2,Moba,0.0
2024-08-22,ADM2,Mobbar,0.0
2024-08-22,ADM2,Mokwa,0.0
2024-08-22,ADM2,Monguno,0.0
2024-08-22,ADM2,Mopa-Muro,0.0
2024-08-22,ADM2,Moro,0.0
2024-08-22,ADM2,Mubi North,0.0
2024-08-22,ADM2,Mubi South,0.0
2024-08-22,ADM2,Municipal Area Council,0.0
2024-08-22,ADM2,Munya,0.0
2024-08-22,ADM2,Musawa,0.5373
2024-08-22,ADM2,Mushin,0.0
2024-08-22,ADM2,Nafada,0.0
2024-08-22,ADM2,Nangere,0.0
2024-08-22,ADM2,Nasarawa,14.2731
2024-08-22,ADM2,Nasarawa Egon,2.4453
2024-08-22,ADM2,Nassarawa,0.0009
2024-08-22,ADM2,Ndokwa East,0.0
2024-08-22,ADM2,Ndokwa West,0.0
2024-08-22,ADM2,Nembe,0.0
2024-08-22,ADM2,Ngala,0.0
2024-08-22,ADM2,Nganzai,0.0
2024-08-22,ADM2,Ngaski,0.0
2024-08-22,ADM2,Ngor-Okpala,0.9972
2024-08-22,ADM2,Nguru,0.0
2024-08-22,ADM2,Ningi,4.507199999999999
2024-08-22,ADM2,Njaba,0.0
2024-08-22,ADM2,Njikoka,0.0
2024-08-22,ADM2,Nkanu East,0.0
2024-08-22,ADM2,Nkanu West,0.0
2024-08-22,ADM2,Nkwerre,0.0
2024-08-22,ADM2,Nnewi North,0.0
2024-08-22,ADM2,Nnewi South,0.0009
2024-08-22,ADM2,Nsit Atai,0.1404
2024-08-22,ADM2,Nsit Ibom,0.1179
2024-08-22,ADM2,Nsit Ubium,1.242
2024-08-22,ADM2,Nsukka,0.0
2024-08-22,ADM2,Numan,0.0
2024-08-22,ADM2,Nwangele,0.243
2024-08-22,ADM2,Obafemi Owode,0.0
2024-08-22,ADM2,Obanliku,0.048600000000000004
2024-08-22,ADM2,Obi,0.3618
2024-08-22,ADM2,Obi Nwga,0.189
2024-08-22,ADM2,Obio/Akpor,13.1688
2024-08-22,ADM2,Obokun,0.0
2024-08-22,ADM2,Obot Akara,0.0828
2024-08-22,ADM2,Obowo,0.0882
2024-08-22,ADM2,Obubra,22.7745
2024-08-22,ADM2,Obudu,0.2097
2024-08-22,ADM2,Odeda,0.0
2024-08-22,ADM2,Odigbo,0.0
2024-08-22,ADM2,Odo Otin,0.0
2024-08-22,ADM2,Odogbolu,0.0
2024-08-22,ADM2,Odukpani,155.0385
2024-08-22,ADM2,Offa,0.0
2024-08-22,ADM2,Ofu,0.0
2024-08-22,ADM2,Ogba/Egbema/Ndoni,0.0
2024-08-22,ADM2,Ogbadibo,0.0
2024-08-22,ADM2,Ogbaru,0.0
2024-08-22,ADM2,Ogbia,0.0
2024-08-22,ADM2,Ogbomosho North,0.0
2024-08-22,ADM2,Ogbomosho South,0.0
2024-08-22,ADM2,Ogo Oluwa,0.0
2024-08-22,ADM2,Ogoja,9.1818
2024-08-22,ADM2,Ogori/Magongo,0.0
2024-08-22,ADM2,Ogu Bolo,139.5306
2024-08-22,ADM2,Ogun Waterside,0.0
2024-08-22,ADM2,Oguta,0.0
2024-08-22,ADM2,Ohafia,0.0513
2024-08-22,ADM2,Ohaji/Egbema,1.6839
2024-08-22,ADM2,Ohaozara,1.4787
2024-08-22,ADM2,Ohaukwu,0.0
2024-08-22,ADM2,Ohimini,0.0
2024-08-22,ADM2,Oji-River,0.0018
2024-08-22,ADM2,Ojo,0.0
2024-08-22,ADM2,Oju,0.054
2024-08-22,ADM2,Oke Ero,0.0
2024-08-22,ADM2,Okehi,0.0
2024-08-22,ADM2,Okene,0.0
2024-08-22,ADM2,Okigwe,0.0783
2024-08-22,ADM2,Okitipupa,0.0
2024-08-22,ADM2,Okobo,52.4196
2024-08-22,ADM2,Okpe,0.0
2024-08-22,ADM2,Okpokwu,0.0
2024-08-22,ADM2,Okrika,354.726
2024-08-22,ADM2,Ola Oluwa,0.0
2024-08-22,ADM2,Olamaboro,0.0
2024-08-22,ADM2,Olorunda,0.0
2024-08-22,ADM2,Olorunsogo,0.0
2024-08-22,ADM2,Oluyole,0.0
2024-08-22,ADM2,Omala,0.0
2024-08-22,ADM2,Omumma,2.8143000000000002
2024-08-22,ADM2,Ona Ara,0.0
2024-08-22,ADM2,Ondo East,0.0
2024-08-22,ADM2,Ondo West,0.0
2024-08-22,ADM2,Onicha,0.5562
2024-08-22,ADM2,Onitsha North,0.0
2024-08-22,ADM2,Onitsha South,0.0
2024-08-22,ADM2,Onna,2.4858
2024-08-22,ADM2,Onuimo,0.0108
2024-08-22,ADM2,Opobo/Nkoro,44.7345
2024-08-22,ADM2,Oredo,0.0
2024-08-22,ADM2,Orelope,0.0
2024-08-22,ADM2,Orhionmwon,0.0
2024-08-22,ADM2,Ori Ire,0.0
2024-08-22,ADM2,Oriade,0.0
2024-08-22,ADM2,Orlu,0.0216
2024-08-22,ADM2,Orolu,0.0
2024-08-22,ADM2,Oron,60.255900000000004
2024-08-22,ADM2,Orsu,0.0009
2024-08-22,ADM2,Oru East,0.0
2024-08-22,ADM2,Oru West,0.0
2024-08-22,ADM2,Oruk Anam,14.1282
2024-08-22,ADM2,Orumba North,0.54
2024-08-22,ADM2,Orumba South,0.0009
2024-08-22,ADM2,Ose,0.0
2024-08-22,ADM2,Oshimili North,0.0
2024-08-22,ADM2,Oshimili South,0.0
