country_id,country_name,region_id,region_name,variable_id,variable_name,sensor_id,sensor_name,class_id,class_name,date,value
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050721,0.513
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050801,0.534
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050811,0.577
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050821,0.638
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050901,0.51
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050911,0.835
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050921,0.562
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20051001,0.497
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20051011,0.474
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20051021,0.461
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20051101,0.442
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20051111,0.417
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20051121,0.389
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20051201,0.357
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20051211,0.31
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20051221,0.278
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060101,0.289
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060111,0.62
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060211,1.44
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060221,0.523
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060301,0.59
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060311,0.68
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060321,0.648
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060401,0.595
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060411,0.548
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060421,0.52
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060501,0.503
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060511,0.53
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20060521,0.597
