dataset_folder,year,filepath,tile,datetime_utc,band,size_bytes
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEE_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B02_BWTR.tif,31NEE,20240825T180152Z,B02,87958
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEE_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B03_CONF.tif,31NEE,20240825T180152Z,B03,87948
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEE_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B04_DIAG.tif,31NEE,20240825T180152Z,B04,80285
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEE_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B01_WTR.tif,31NEE,20240901T053045Z,B01,88162
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEE_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B02_BWTR.tif,31NEE,20240901T053045Z,B02,88170
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEE_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B03_CONF.tif,31NEE,20240901T053045Z,B03,111622
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEE_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B04_DIAG.tif,31NEE,20240901T053045Z,B04,125296
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEF_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B01_WTR.tif,31NEF,20240825T180152Z,B01,87772
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEF_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B02_BWTR.tif,31NEF,20240825T180152Z,B02,87780
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEF_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B03_CONF.tif,31NEF,20240825T180152Z,B03,87770
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEF_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B04_DIAG.tif,31NEF,20240825T180152Z,B04,80107
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEF_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B01_WTR.tif,31NEF,20240901T053045Z,B01,87952
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEF_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B02_BWTR.tif,31NEF,20240901T053045Z,B02,87960
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEF_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B03_CONF.tif,31NEF,20240901T053045Z,B03,113096
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEF_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B04_DIAG.tif,31NEF,20240901T053045Z,B04,115377
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEG_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B01_WTR.tif,31NEG,20240825T180211Z,B01,88651
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEG_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B02_BWTR.tif,31NEG,20240825T180211Z,B02,88659
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEG_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B03_CONF.tif,31NEG,20240825T180211Z,B03,90763
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEG_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B04_DIAG.tif,31NEG,20240825T180211Z,B04,122778
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEG_20240901T053039Z_20251107T055723Z_S1A_30_v1.0_B01_WTR.tif,31NEG,20240901T053039Z,B01,87854
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEG_20240901T053039Z_20251107T055723Z_S1A_30_v1.0_B02_BWTR.tif,31NEG,20240901T053039Z,B02,87862
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEG_20240901T053039Z_20251107T055723Z_S1A_30_v1.0_B03_CONF.tif,31NEG,20240901T053039Z,B03,90333
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEG_20240901T053039Z_20251107T055723Z_S1A_30_v1.0_B04_DIAG.tif,31NEG,20240901T053039Z,B04,126799
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEH_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B01_WTR.tif,31NEH,20240825T180211Z,B01,268487
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEH_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B02_BWTR.tif,31NEH,20240825T180211Z,B02,259641
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEH_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B03_CONF.tif,31NEH,20240825T180211Z,B03,1427886
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEH_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B04_DIAG.tif,31NEH,20240825T180211Z,B04,6403276
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEH_20240901T053039Z_20251107T055723Z_S1A_30_v1.0_B01_WTR.tif,31NEH,20240901T053039Z,B01,322774
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEH_20240901T053039Z_20251107T055723Z_S1A_30_v1.0_B02_BWTR.tif,31NEH,20240901T053039Z,B02,313360
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEH_20240901T053039Z_20251107T055723Z_S1A_30_v1.0_B03_CONF.tif,31NEH,20240901T053039Z,B03,1209342
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEH_20240901T053039Z_20251107T055723Z_S1A_30_v1.0_B04_DIAG.tif,31NEH,20240901T053039Z,B04,3986304
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240825T180236Z_20251107T011542Z_S1A_30_v1.0_B01_WTR.tif,31NEJ,20240825T180236Z,B01,46836
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240825T180236Z_20251107T011542Z_S1A_30_v1.0_B02_BWTR.tif,31NEJ,20240825T180236Z,B02,45872
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240825T180236Z_20251107T011542Z_S1A_30_v1.0_B03_CONF.tif,31NEJ,20240825T180236Z,B03,1079955
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240825T180236Z_20251107T011542Z_S1A_30_v1.0_B04_DIAG.tif,31NEJ,20240825T180236Z,B04,7799052
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240901T175427Z_20251107T173514Z_S1A_30_v1.0_B01_WTR.tif,31NEJ,20240901T175427Z,B01,85772
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240901T175427Z_20251107T173514Z_S1A_30_v1.0_B02_BWTR.tif,31NEJ,20240901T175427Z,B02,85780
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240901T175427Z_20251107T173514Z_S1A_30_v1.0_B03_CONF.tif,31NEJ,20240901T175427Z,B03,137373
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240901T175427Z_20251107T173514Z_S1A_30_v1.0_B04_DIAG.tif,31NEJ,20240901T175427Z,B04,283912
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240901T175444Z_20251107T175445Z_S1A_30_v1.0_B01_WTR.tif,31NEJ,20240901T175444Z,B01,85772
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240901T175444Z_20251107T175445Z_S1A_30_v1.0_B02_BWTR.tif,31NEJ,20240901T175444Z,B02,85780
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240901T175444Z_20251107T175445Z_S1A_30_v1.0_B03_CONF.tif,31NEJ,20240901T175444Z,B03,137373
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NEJ_20240901T175444Z_20251107T175445Z_S1A_30_v1.0_B04_DIAG.tif,31NEJ,20240901T175444Z,B04,283912
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B01_WTR.tif,31NFE,20240825T180152Z,B01,87740
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B02_BWTR.tif,31NFE,20240825T180152Z,B02,87748
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B03_CONF.tif,31NFE,20240825T180152Z,B03,87738
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B04_DIAG.tif,31NFE,20240825T180152Z,B04,80075
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240827T052222Z_20251107T075116Z_S1A_30_v1.0_B01_WTR.tif,31NFE,20240827T052222Z,B01,90868
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240827T052222Z_20251107T075116Z_S1A_30_v1.0_B02_BWTR.tif,31NFE,20240827T052222Z,B02,90876
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240827T052222Z_20251107T075116Z_S1A_30_v1.0_B03_CONF.tif,31NFE,20240827T052222Z,B03,266637
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240827T052222Z_20251107T075116Z_S1A_30_v1.0_B04_DIAG.tif,31NFE,20240827T052222Z,B04,2482759
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B01_WTR.tif,31NFE,20240901T053045Z,B01,91113
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B02_BWTR.tif,31NFE,20240901T053045Z,B02,91121
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B03_CONF.tif,31NFE,20240901T053045Z,B03,103615
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B04_DIAG.tif,31NFE,20240901T053045Z,B04,119115
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240901T175348Z_20251107T134923Z_S1A_30_v1.0_B01_WTR.tif,31NFE,20240901T175348Z,B01,91747
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240901T175348Z_20251107T134923Z_S1A_30_v1.0_B02_BWTR.tif,31NFE,20240901T175348Z,B02,91755
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240901T175348Z_20251107T134923Z_S1A_30_v1.0_B03_CONF.tif,31NFE,20240901T175348Z,B03,92321
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFE_20240901T175348Z_20251107T134923Z_S1A_30_v1.0_B04_DIAG.tif,31NFE,20240901T175348Z,B04,415688
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B01_WTR.tif,31NFF,20240825T180152Z,B01,91781
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B02_BWTR.tif,31NFF,20240825T180152Z,B02,91789
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B03_CONF.tif,31NFF,20240825T180152Z,B03,92580
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240825T180152Z_20251107T161647Z_S1A_30_v1.0_B04_DIAG.tif,31NFF,20240825T180152Z,B04,83717
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240827T052222Z_20251107T075116Z_S1A_30_v1.0_B01_WTR.tif,31NFF,20240827T052222Z,B01,91057
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240827T052222Z_20251107T075116Z_S1A_30_v1.0_B02_BWTR.tif,31NFF,20240827T052222Z,B02,91065
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240827T052222Z_20251107T075116Z_S1A_30_v1.0_B03_CONF.tif,31NFF,20240827T052222Z,B03,301318
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240827T052222Z_20251107T075116Z_S1A_30_v1.0_B04_DIAG.tif,31NFF,20240827T052222Z,B04,1696696
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B01_WTR.tif,31NFF,20240901T053045Z,B01,87846
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B02_BWTR.tif,31NFF,20240901T053045Z,B02,87854
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B03_CONF.tif,31NFF,20240901T053045Z,B03,105670
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240901T053045Z_20251107T080015Z_S1A_30_v1.0_B04_DIAG.tif,31NFF,20240901T053045Z,B04,129138
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240901T175348Z_20251107T134923Z_S1A_30_v1.0_B01_WTR.tif,31NFF,20240901T175348Z,B01,91514
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240901T175348Z_20251107T134923Z_S1A_30_v1.0_B02_BWTR.tif,31NFF,20240901T175348Z,B02,91522
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240901T175348Z_20251107T134923Z_S1A_30_v1.0_B03_CONF.tif,31NFF,20240901T175348Z,B03,92722
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFF_20240901T175348Z_20251107T134923Z_S1A_30_v1.0_B04_DIAG.tif,31NFF,20240901T175348Z,B04,320339
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFG_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B01_WTR.tif,31NFG,20240825T180211Z,B01,94060
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFG_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B02_BWTR.tif,31NFG,20240825T180211Z,B02,93949
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFG_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B03_CONF.tif,31NFG,20240825T180211Z,B03,98265
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFG_20240825T180211Z_20251107T085246Z_S1A_30_v1.0_B04_DIAG.tif,31NFG,20240825T180211Z,B04,294895
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFG_20240827T052217Z_20251107T013659Z_S1A_30_v1.0_B01_WTR.tif,31NFG,20240827T052217Z,B01,87892
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFG_20240827T052217Z_20251107T013659Z_S1A_30_v1.0_B02_BWTR.tif,31NFG,20240827T052217Z,B02,87900
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T31NFG_20240827T052217Z_20251107T013659Z_S1A_30_v1.0_B03_CONF.tif,31NFG,20240827T052217Z,B03,92287
