dataset_folder,year,filepath,tile,datetime_utc,band,size_bytes
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240827T174602Z_20251107T033623Z_S1A_30_v1.0_B03_CONF.tif,32NMM,20240827T174602Z,B03,883710
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240827T174602Z_20251107T033623Z_S1A_30_v1.0_B04_DIAG.tif,32NMM,20240827T174602Z,B04,4754012
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240829T050557Z_20251106T183417Z_S1A_30_v1.0_B01_WTR.tif,32NMM,20240829T050557Z,B01,90270
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240829T050557Z_20251106T183417Z_S1A_30_v1.0_B02_BWTR.tif,32NMM,20240829T050557Z,B02,90217
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240829T050557Z_20251106T183417Z_S1A_30_v1.0_B03_CONF.tif,32NMM,20240829T050557Z,B03,156255
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240829T050557Z_20251106T183417Z_S1A_30_v1.0_B04_DIAG.tif,32NMM,20240829T050557Z,B04,402241
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240903T051406Z_20251107T053746Z_S1A_30_v1.0_B01_WTR.tif,32NMM,20240903T051406Z,B01,156062
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240903T051406Z_20251107T053746Z_S1A_30_v1.0_B02_BWTR.tif,32NMM,20240903T051406Z,B02,154797
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240903T051406Z_20251107T053746Z_S1A_30_v1.0_B03_CONF.tif,32NMM,20240903T051406Z,B03,1128341
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240903T051406Z_20251107T053746Z_S1A_30_v1.0_B04_DIAG.tif,32NMM,20240903T051406Z,B04,4606836
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B01_WTR.tif,32NMM,20240903T173747Z,B01,198378
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B02_BWTR.tif,32NMM,20240903T173747Z,B02,196788
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B03_CONF.tif,32NMM,20240903T173747Z,B03,1079742
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMM_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B04_DIAG.tif,32NMM,20240903T173747Z,B04,4351597
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B01_WTR.tif,32NMN,20240822T173745Z,B01,132466
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B02_BWTR.tif,32NMN,20240822T173745Z,B02,131761
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B03_CONF.tif,32NMN,20240822T173745Z,B03,1546835
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B04_DIAG.tif,32NMN,20240822T173745Z,B04,6014787
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240827T174602Z_20251107T033623Z_S1A_30_v1.0_B01_WTR.tif,32NMN,20240827T174602Z,B01,93958
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240827T174602Z_20251107T033623Z_S1A_30_v1.0_B02_BWTR.tif,32NMN,20240827T174602Z,B02,93500
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240827T174602Z_20251107T033623Z_S1A_30_v1.0_B03_CONF.tif,32NMN,20240827T174602Z,B03,649211
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240827T174602Z_20251107T033623Z_S1A_30_v1.0_B04_DIAG.tif,32NMN,20240827T174602Z,B04,3583223
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B01_WTR.tif,32NMN,20240903T173747Z,B01,129338
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B02_BWTR.tif,32NMN,20240903T173747Z,B02,128654
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B03_CONF.tif,32NMN,20240903T173747Z,B03,1552977
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMN_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B04_DIAG.tif,32NMN,20240903T173747Z,B04,5995621
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240822T173757Z_20251107T125853Z_S1A_30_v1.0_B01_WTR.tif,32NMP,20240822T173757Z,B01,101145
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240822T173757Z_20251107T125853Z_S1A_30_v1.0_B02_BWTR.tif,32NMP,20240822T173757Z,B02,96792
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240822T173757Z_20251107T125853Z_S1A_30_v1.0_B03_CONF.tif,32NMP,20240822T173757Z,B03,1495673
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240822T173757Z_20251107T125853Z_S1A_30_v1.0_B04_DIAG.tif,32NMP,20240822T173757Z,B04,6861762
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240822T173814Z_20251107T142924Z_S1A_30_v1.0_B01_WTR.tif,32NMP,20240822T173814Z,B01,101215
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240822T173814Z_20251107T142924Z_S1A_30_v1.0_B02_BWTR.tif,32NMP,20240822T173814Z,B02,96801
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240822T173814Z_20251107T142924Z_S1A_30_v1.0_B03_CONF.tif,32NMP,20240822T173814Z,B03,1496470
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240822T173814Z_20251107T142924Z_S1A_30_v1.0_B04_DIAG.tif,32NMP,20240822T173814Z,B04,6868871
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240827T174617Z_20251107T004713Z_S1A_30_v1.0_B01_WTR.tif,32NMP,20240827T174617Z,B01,99562
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240827T174617Z_20251107T004713Z_S1A_30_v1.0_B02_BWTR.tif,32NMP,20240827T174617Z,B02,98609
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240827T174617Z_20251107T004713Z_S1A_30_v1.0_B03_CONF.tif,32NMP,20240827T174617Z,B03,372512
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240827T174617Z_20251107T004713Z_S1A_30_v1.0_B04_DIAG.tif,32NMP,20240827T174617Z,B04,2116433
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240903T173804Z_20251107T022855Z_S1A_30_v1.0_B01_WTR.tif,32NMP,20240903T173804Z,B01,101027
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240903T173804Z_20251107T022855Z_S1A_30_v1.0_B02_BWTR.tif,32NMP,20240903T173804Z,B02,97965
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240903T173804Z_20251107T022855Z_S1A_30_v1.0_B03_CONF.tif,32NMP,20240903T173804Z,B03,1607126
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NMP_20240903T173804Z_20251107T022855Z_S1A_30_v1.0_B04_DIAG.tif,32NMP,20240903T173804Z,B04,6871703
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240822T051433Z_20251107T054754Z_S1A_30_v1.0_B01_WTR.tif,32NNK,20240822T051433Z,B01,89906
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240822T051433Z_20251107T054754Z_S1A_30_v1.0_B02_BWTR.tif,32NNK,20240822T051433Z,B02,89887
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240822T051433Z_20251107T054754Z_S1A_30_v1.0_B03_CONF.tif,32NNK,20240822T051433Z,B03,99424
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240822T051433Z_20251107T054754Z_S1A_30_v1.0_B04_DIAG.tif,32NNK,20240822T051433Z,B04,105371
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240822T173718Z_20251106T172248Z_S1A_30_v1.0_B01_WTR.tif,32NNK,20240822T173718Z,B01,585049
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240822T173718Z_20251106T172248Z_S1A_30_v1.0_B02_BWTR.tif,32NNK,20240822T173718Z,B02,549095
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240822T173718Z_20251106T172248Z_S1A_30_v1.0_B03_CONF.tif,32NNK,20240822T173718Z,B03,1662539
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240822T173718Z_20251106T172248Z_S1A_30_v1.0_B04_DIAG.tif,32NNK,20240822T173718Z,B04,5471953
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240827T174504Z_20251107T033213Z_S1A_30_v1.0_B01_WTR.tif,32NNK,20240827T174504Z,B01,99705
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240827T174504Z_20251107T033213Z_S1A_30_v1.0_B02_BWTR.tif,32NNK,20240827T174504Z,B02,99498
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240827T174504Z_20251107T033213Z_S1A_30_v1.0_B03_CONF.tif,32NNK,20240827T174504Z,B03,173123
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240827T174504Z_20251107T033213Z_S1A_30_v1.0_B04_DIAG.tif,32NNK,20240827T174504Z,B04,377689
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240829T050611Z_20251106T185439Z_S1A_30_v1.0_B01_WTR.tif,32NNK,20240829T050611Z,B01,586659
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240829T050611Z_20251106T185439Z_S1A_30_v1.0_B02_BWTR.tif,32NNK,20240829T050611Z,B02,551420
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240829T050611Z_20251106T185439Z_S1A_30_v1.0_B03_CONF.tif,32NNK,20240829T050611Z,B03,1625738
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240829T050611Z_20251106T185439Z_S1A_30_v1.0_B04_DIAG.tif,32NNK,20240829T050611Z,B04,5309452
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240903T051424Z_20251107T022935Z_S1A_30_v1.0_B01_WTR.tif,32NNK,20240903T051424Z,B01,90120
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240903T051424Z_20251107T022935Z_S1A_30_v1.0_B02_BWTR.tif,32NNK,20240903T051424Z,B02,90114
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240903T051424Z_20251107T022935Z_S1A_30_v1.0_B03_CONF.tif,32NNK,20240903T051424Z,B03,99665
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240903T051424Z_20251107T022935Z_S1A_30_v1.0_B04_DIAG.tif,32NNK,20240903T051424Z,B04,105914
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240903T173651Z_20251106T225429Z_S1A_30_v1.0_B01_WTR.tif,32NNK,20240903T173651Z,B01,579295
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240903T173651Z_20251106T225429Z_S1A_30_v1.0_B02_BWTR.tif,32NNK,20240903T173651Z,B02,541743
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240903T173651Z_20251106T225429Z_S1A_30_v1.0_B03_CONF.tif,32NNK,20240903T173651Z,B03,1647733
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNK_20240903T173651Z_20251106T225429Z_S1A_30_v1.0_B04_DIAG.tif,32NNK,20240903T173651Z,B04,5575608
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240822T051433Z_20251107T054754Z_S1A_30_v1.0_B01_WTR.tif,32NNL,20240822T051433Z,B01,120419
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240822T051433Z_20251107T054754Z_S1A_30_v1.0_B02_BWTR.tif,32NNL,20240822T051433Z,B02,120500
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240822T051433Z_20251107T054754Z_S1A_30_v1.0_B03_CONF.tif,32NNL,20240822T051433Z,B03,295206
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240822T051433Z_20251107T054754Z_S1A_30_v1.0_B04_DIAG.tif,32NNL,20240822T051433Z,B04,857301
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240822T173718Z_20251106T172248Z_S1A_30_v1.0_B01_WTR.tif,32NNL,20240822T173718Z,B01,257879
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240822T173718Z_20251106T172248Z_S1A_30_v1.0_B02_BWTR.tif,32NNL,20240822T173718Z,B02,256831
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240822T173718Z_20251106T172248Z_S1A_30_v1.0_B03_CONF.tif,32NNL,20240822T173718Z,B03,1497767
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240822T173718Z_20251106T172248Z_S1A_30_v1.0_B04_DIAG.tif,32NNL,20240822T173718Z,B04,5983520
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240827T174504Z_20251107T033213Z_S1A_30_v1.0_B01_WTR.tif,32NNL,20240827T174504Z,B01,88397
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240827T174504Z_20251107T033213Z_S1A_30_v1.0_B02_BWTR.tif,32NNL,20240827T174504Z,B02,88335
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240827T174504Z_20251107T033213Z_S1A_30_v1.0_B03_CONF.tif,32NNL,20240827T174504Z,B03,94208
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240827T174504Z_20251107T033213Z_S1A_30_v1.0_B04_DIAG.tif,32NNL,20240827T174504Z,B04,99128
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240829T050611Z_20251106T185439Z_S1A_30_v1.0_B01_WTR.tif,32NNL,20240829T050611Z,B01,209742
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240829T050611Z_20251106T185439Z_S1A_30_v1.0_B02_BWTR.tif,32NNL,20240829T050611Z,B02,208857
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240829T050611Z_20251106T185439Z_S1A_30_v1.0_B03_CONF.tif,32NNL,20240829T050611Z,B03,1452495
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240829T050611Z_20251106T185439Z_S1A_30_v1.0_B04_DIAG.tif,32NNL,20240829T050611Z,B04,5966436
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240903T051424Z_20251107T022935Z_S1A_30_v1.0_B01_WTR.tif,32NNL,20240903T051424Z,B01,121505
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240903T051424Z_20251107T022935Z_S1A_30_v1.0_B02_BWTR.tif,32NNL,20240903T051424Z,B02,121700
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240903T051424Z_20251107T022935Z_S1A_30_v1.0_B03_CONF.tif,32NNL,20240903T051424Z,B03,313982
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240903T051424Z_20251107T022935Z_S1A_30_v1.0_B04_DIAG.tif,32NNL,20240903T051424Z,B04,863327
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240903T173651Z_20251106T225429Z_S1A_30_v1.0_B01_WTR.tif,32NNL,20240903T173651Z,B01,254947
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240903T173651Z_20251106T225429Z_S1A_30_v1.0_B02_BWTR.tif,32NNL,20240903T173651Z,B02,253968
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240903T173651Z_20251106T225429Z_S1A_30_v1.0_B03_CONF.tif,32NNL,20240903T173651Z,B03,1450067
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNL_20240903T173651Z_20251106T225429Z_S1A_30_v1.0_B04_DIAG.tif,32NNL,20240903T173651Z,B04,5979240
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240822T051410Z_20251106T192917Z_S1A_30_v1.0_B01_WTR.tif,32NNM,20240822T051410Z,B01,107573
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240822T051410Z_20251106T192917Z_S1A_30_v1.0_B02_BWTR.tif,32NNM,20240822T051410Z,B02,107017
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240822T051410Z_20251106T192917Z_S1A_30_v1.0_B03_CONF.tif,32NNM,20240822T051410Z,B03,314871
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240822T051410Z_20251106T192917Z_S1A_30_v1.0_B04_DIAG.tif,32NNM,20240822T051410Z,B04,1189889
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B01_WTR.tif,32NNM,20240822T173745Z,B01,398694
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B02_BWTR.tif,32NNM,20240822T173745Z,B02,396998
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B03_CONF.tif,32NNM,20240822T173745Z,B03,1521845
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B04_DIAG.tif,32NNM,20240822T173745Z,B04,5342020
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240829T050557Z_20251106T183417Z_S1A_30_v1.0_B01_WTR.tif,32NNM,20240829T050557Z,B01,168404
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240829T050557Z_20251106T183417Z_S1A_30_v1.0_B02_BWTR.tif,32NNM,20240829T050557Z,B02,167714
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240829T050557Z_20251106T183417Z_S1A_30_v1.0_B03_CONF.tif,32NNM,20240829T050557Z,B03,782173
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240829T050557Z_20251106T183417Z_S1A_30_v1.0_B04_DIAG.tif,32NNM,20240829T050557Z,B04,2994511
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240903T051406Z_20251107T053746Z_S1A_30_v1.0_B01_WTR.tif,32NNM,20240903T051406Z,B01,110032
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240903T051406Z_20251107T053746Z_S1A_30_v1.0_B02_BWTR.tif,32NNM,20240903T051406Z,B02,109522
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240903T051406Z_20251107T053746Z_S1A_30_v1.0_B03_CONF.tif,32NNM,20240903T051406Z,B03,357154
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240903T051406Z_20251107T053746Z_S1A_30_v1.0_B04_DIAG.tif,32NNM,20240903T051406Z,B04,1195941
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B01_WTR.tif,32NNM,20240903T173747Z,B01,398695
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B02_BWTR.tif,32NNM,20240903T173747Z,B02,397199
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B03_CONF.tif,32NNM,20240903T173747Z,B03,1518003
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNM_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B04_DIAG.tif,32NNM,20240903T173747Z,B04,5326488
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNN_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B01_WTR.tif,32NNN,20240822T173745Z,B01,365043
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNN_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B02_BWTR.tif,32NNN,20240822T173745Z,B02,359390
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNN_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B03_CONF.tif,32NNN,20240822T173745Z,B03,1568061
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNN_20240822T173745Z_20251106T233145Z_S1A_30_v1.0_B04_DIAG.tif,32NNN,20240822T173745Z,B04,6136592
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNN_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B01_WTR.tif,32NNN,20240903T173747Z,B01,365529
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNN_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B02_BWTR.tif,32NNN,20240903T173747Z,B02,360214
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNN_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B03_CONF.tif,32NNN,20240903T173747Z,B03,1623851
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNN_20240903T173747Z_20251106T230050Z_S1A_30_v1.0_B04_DIAG.tif,32NNN,20240903T173747Z,B04,6080337
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240822T173757Z_20251107T125853Z_S1A_30_v1.0_B01_WTR.tif,32NNP,20240822T173757Z,B01,73720
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240822T173757Z_20251107T125853Z_S1A_30_v1.0_B02_BWTR.tif,32NNP,20240822T173757Z,B02,69391
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240822T173757Z_20251107T125853Z_S1A_30_v1.0_B03_CONF.tif,32NNP,20240822T173757Z,B03,1165459
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240822T173757Z_20251107T125853Z_S1A_30_v1.0_B04_DIAG.tif,32NNP,20240822T173757Z,B04,7206532
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240822T173814Z_20251107T142924Z_S1A_30_v1.0_B01_WTR.tif,32NNP,20240822T173814Z,B01,73666
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240822T173814Z_20251107T142924Z_S1A_30_v1.0_B02_BWTR.tif,32NNP,20240822T173814Z,B02,69360
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240822T173814Z_20251107T142924Z_S1A_30_v1.0_B03_CONF.tif,32NNP,20240822T173814Z,B03,1165889
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240822T173814Z_20251107T142924Z_S1A_30_v1.0_B04_DIAG.tif,32NNP,20240822T173814Z,B04,7205037
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240903T173804Z_20251107T022855Z_S1A_30_v1.0_B01_WTR.tif,32NNP,20240903T173804Z,B01,78083
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240903T173804Z_20251107T022855Z_S1A_30_v1.0_B02_BWTR.tif,32NNP,20240903T173804Z,B02,75023
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240903T173804Z_20251107T022855Z_S1A_30_v1.0_B03_CONF.tif,32NNP,20240903T173804Z,B03,1273305
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NNP_20240903T173804Z_20251107T022855Z_S1A_30_v1.0_B04_DIAG.tif,32NNP,20240903T173804Z,B04,7162024
data_floods_ng,2024.0,data_floods_ng/2024/OPERA_L3_DSWx-S1_T32NPK_20240822T173718Z_20251106T172248Z_S1A_30_v1.0_B01_WTR.tif,32NPK,20240822T173718Z,B01,277230
