;State;month;SPI_Cum1;SPI_Cum3;SPI_Cum6;year
1;Abia;1;-0.690999984741211;-0.550999999046326;-1.96700000762939;2023
2;Abia;2;-1.83399999141693;-1.21899998188019;-1.98199999332428;2023
3;Abia;3;0.749000012874603;-0.17399999499321;-0.374000012874603;2023
4;Abia;4;-0.0509999990463257;-0.0189999993890524;-0.393999993801117;2023
5;Abia;5;-0.294999986886978;0.0199999995529652;-0.388999998569489;2023
6;Abia;6;1.36500000953674;0.739000022411346;0.565999984741211;2023
7;Abia;7;-0.462000012397766;0.36599999666214;0.301999986171722;2023
8;Abia;8;-1.83399999141693;-0.839999973773956;-0.84799998998642;2023
9;Abia;9;-0.0659999996423721;-1.74800002574921;-1.01199996471405;2023
10;Abia;10;-0.289000004529953;-2.15000009536743;-0.952000021934509;2023
11;Abia;11;-0.252000004053116;-0.40200001001358;-0.889999985694885;2023
12;Abia;12;-0.842000007629395;-0.574000000953674;-1.63199996948242;2023
13;Adamawa;1;0.634999990463257;0.0134999975562096;-0.119499996304512;2023
14;Adamawa;2;-1.11099994182587;0.529499981552362;0.272000014781952;2023
15;Adamawa;3;0.752499997615814;0.736000001430511;-1.74400001764297;2023
16;Adamawa;4;0.0890000015497208;0.120000004768372;0.0749999955296516;2023
17;Adamawa;5;-0.287500001490116;-0.255500005674548;-0.268999985884875;2023
18;Adamawa;6;0.831499993801117;0.226000000024214;0.221500002837274;2023
19;Adamawa;7;-1.22050002217293;-0.566499978303909;-0.538999989628792;2023
20;Adamawa;8;-0.634000025689602;-0.65250001847744;-0.750499993562698;2023
21;Adamawa;9;-0.117500007152557;-0.991000026464462;-0.720999985933304;2023
22;Adamawa;10;-0.444000013172626;-0.712000012397766;-0.857500016689301;2023
23;Adamawa;11;2.028500020504;-0.329000025987625;-0.712999999523163;2023
24;Adamawa;12;0.816999979317188;-0.261999998241663;-1.13300001621246;2023
25;Akwa Ibom;1;-0.385749997687526;-0.532999992370605;-1.52799999713898;2023
26;Akwa Ibom;2;-1.31249999254942;-0.940499983727932;-1.27124997973442;2023
27;Akwa Ibom;3;0.500750001519918;-0.297749999910593;-0.312500001862645;2023
28;Akwa Ibom;4;0.157500009983778;-0.0757500021718442;-0.441500011831522;2023
29;Akwa Ibom;5;-0.135499998927116;0.0855000023439061;-0.327749997377396;2023
30;Akwa Ibom;6;0.971249982714653;0.597750008106232;0.353749999776483;2023
31;Akwa Ibom;7;-1.02950000762939;-0.269249990582466;-0.328749999403954;2023
32;Akwa Ibom;8;-1.83374997973442;-1.52350001037121;-1.4137500077486;2023
33;Akwa Ibom;9;-0.236250001937151;-2.46674999594688;-1.55725002288818;2023
34;Akwa Ibom;10;-0.222250000573695;-2.09550002217293;-1.48050001263618;2023
35;Akwa Ibom;11;0.310500003397465;-0.325499995611608;-1.36750000715256;2023
36;Akwa Ibom;12;-0.54450000077486;-0.217000000178814;-1.96324995160103;2023
37;Anambra;1;-1.02424997091293;-0.842750012874603;-2.32649999856949;2023
38;Anambra;2;-1.25075000524521;-1.08075001835823;-2.48024997115135;2023
39;Anambra;3;0.732499994337559;-0.0570000000298023;-0.793249998241663;2023
40;Anambra;4;-0.686000004410744;-0.378749997820705;-0.773499980568886;2023
41;Anambra;5;-0.349749993532896;-0.257250006310642;-0.549500001594424;2023
42;Anambra;6;1.90749996900558;0.820000007748604;0.690999999642372;2023
43;Anambra;7;0.461250007152557;1.14425001293421;0.866500020027161;2023
44;Anambra;8;-2.56533328692118;-0.148749999701977;-0.326249993871897;2023
45;Anambra;9;0.0974999982863665;-1.06800001068041;-0.456249997019768;2023
46;Anambra;10;-0.315500006079674;-1.86750000715256;-0.380000002682209;2023
47;Anambra;11;-0.851000003516674;-0.350500002503395;-0.325500003993511;2023
48;Anambra;12;-0.842500001192093;-0.71824999153614;-1.17349999397993;2023
49;Bauchi;1;NA;-1.13466666142146;0.0643333295981089;2023
50;Bauchi;2;0.475999996066093;0.50399999320507;0.589000006516775;2023
51;Bauchi;3;1.21733333667119;1.21366667747498;-0.265333344539007;2023
52;Bauchi;4;-1.25633335113525;-0.955666691064835;-1.05399997035662;2023
53;Bauchi;5;0.326333329081535;-0.112666666507721;-0.118333329757055;2023
54;Bauchi;6;0.0393333286046982;-0.144999995827675;-0.0803333309789499;2023
55;Bauchi;7;-5.660666624705;-2.4553333123525;-2.54366668065389;2023
56;Bauchi;8;-3.29300002257029;-3.92733335494995;-3.35066668192546;2023
57;Bauchi;9;0.79899999499321;-3.20800002415975;-2.46433333555857;2023
58;Bauchi;10;1.32333336273829;-0.79133333498612;-2.11799999078115;2023
59;Bauchi;11;0.803000013033549;1.17566665013631;-2.32166663805644;2023
60;Bauchi;12;NA;1.32266668478648;-2.70666662851969;2023
61;Bayelsa;1;-0.497000008821487;-0.144999995827675;-1.13499999046326;2023
62;Bayelsa;2;-0.782000005245209;-0.398000001907349;-1.26499998569489;2023
63;Bayelsa;3;1.35399997234344;0.432000011205673;0.721000015735626;2023
64;Bayelsa;4;1.34599995613098;1.3860000371933;1.01600003242493;2023
65;Bayelsa;5;-0.331000000238419;0.935000002384186;0.685999989509583;2023
66;Bayelsa;6;1.18900001049042;1.14999997615814;1.19599997997284;2023
67;Bayelsa;7;-1.7059999704361;-0.633000016212463;0.0230000000447035;2023
68;Bayelsa;8;-1.83399999141693;-1.90600001811981;-1.25600004196167;2023
69;Bayelsa;9;-0.090999998152256;-2.80900001525879;-1.67400002479553;2023
70;Bayelsa;10;-0.252999991178513;-2.10700011253357;-1.92499995231628;2023
