Unique Household ID,ISO3 country code,Urban/Rural Classification,LGA,State,Zone,Household size (number of individuals),adult-equivalent household size,Mean household dietary Energy Requirement (kcal/day) per capita,"FAO minimum dietary energy requirement, PC all population","Quintile, defined by tot. HH PC Exp.",Household Weight,Total expenditure (NGN/d) per PC (income proxy) in survey period,Total food expenditure (NGN/d) per PC (income proxy) in survey period,Income quintile across total household population (weighted),Food poverty line,PC Value (NGN/day),PC Quant (g/day - with edible),PC Kcals / day,AE Kcals / day,Latent PC Value (NGN/day),PC Value (NGN/day) - INCOME effect,PC Quant (g/day - with edible) - INCOME effect,PC Kcals / day - INCOME effect,PC Value (NGN/day) - OWN-PRICE effect,PC Quant (g/day - with edible) - OWN-PRICE effect,PC Kcals / day - OWN-PRICE effect,PC Value (NGN/day) - COMBINED-PRICE effect,PC Quant (g/day - with edible) - COMBINED-PRICE effect,PC Kcals / day - COMBINED-PRICE effect,PC Value (NGN/day) - TOTAL effect,PC Quant (g/day - with edible) - TOTAL effect,PC Kcals / day - TOTAL effect,HH Food Poor-Baseline,HH Food Poor - INCOME EFFECT,HH Food Poor - OWN-PRICE EFFECT,HH Food Poor - COMBINED-PRICE EFFECT,HH Food Poor - TOTAL EFFECT,HH Kcal-inad-Baseline,HH Kcal-inad - INCOME EFFECT,HH Kcal-inad - OWN-PRICE EFFECT,HH Kcal-inad - COMBINED-PRICE EFFECT,HH Kcal-inad - TOTAL EFFECT,HH Hungry-Baseline,HH Hungry - INCOME EFFECT,HH Hungry - OWN-PRICE EFFECT,HH Hungry - COMBINED-PRICE EFFECT,HH Hungry - TOTAL EFFECT,Pop. Weight,Unnamed: 50,Total Ind Pop.,Total HH Pop.
914271,NGA,rural,914. OBUDU,9. Cross River,5. South South,1,0.838781217144763,2096.9530428619073,1713,4,760.4333180448389,591.950439453125,421.6193542480469,4,230.38804626464844,353.6464169025421,1023.2147640164288,2031.5388042926788,2422.0127853155136,361.04044955968857,353.6464169025421,1023.2147640164287,2031.5388042926788,353.6464169025421,1023.2147640164287,2031.5388042926788,353.6464169025421,1023.2147640164287,2031.5388042926788,353.6464169025421,1023.2147640164287,2031.5388042926788,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,760.4333180448389,,,
914282,NGA,rural,914. OBUDU,9. Cross River,5. South South,1,1.11170306104302,2779.25765260755,1713,5,760.4333180448391,971.9195556640625,631.6929931640625,5,247.18499755859375,702.2550241947174,1989.9367205067342,3462.3955203294754,3114.496660709381,716.777551651001,702.2550241947174,1989.9367205067342,3462.3955203294754,702.2550241947174,1989.9367205067342,3462.3955203294754,702.2550241947174,1989.9367205067342,3462.3955203294754,702.2550241947174,1989.9367205067342,3462.3955203294754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760.4333180448391,,,
914289,NGA,rural,914. OBUDU,9. Cross River,5. South South,1,1.172194806297346,2930.4870157433647,1713,4,760.4333180448391,618.4721069335938,431.9700622558594,4,247.18499755859375,506.3530149459839,1994.6485345143851,3486.391781926155,2974.242645263672,518.4184002876282,506.3530149459839,1994.648534514385,3486.391781926155,506.3530149459839,1994.648534514385,3486.391781926155,506.3530149459839,1994.648534514385,3486.391781926155,506.3530149459839,1994.648534514385,3486.391781926155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760.4333180448391,,,
915094,NGA,rural,915. ODUKPANI,9. Cross River,5. South South,2,1.6380425804977041,4095.1064512442604,1713,5,1789.9181050007326,1132.988037109375,698.662109375,5,246.00218200683594,564.3619630336761,1300.6330595428751,2663.1133909225464,3251.5801696777344,575.3595077991486,564.3619630336761,1300.6330595428751,2663.1133909225464,564.3619630336761,1300.6330595428751,2663.1133909225464,564.3619630336761,1300.6330595428751,2663.1133909225464,564.3619630336761,1300.6330595428751,2663.1133909225464,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3579.836210001465,,,
915593,NGA,rural,915. ODUKPANI,9. Cross River,5. South South,1,0.838781217144763,2096.9530428619073,1713,5,760.433318044839,894.0032348632812,710.5189208984375,5,223.463623046875,595.9699063301086,1526.0468657145946,3119.865839958191,3719.5227546691895,609.503035068512,595.9699063301086,1526.046865714595,3119.865839958191,595.9699063301086,1526.046865714595,3119.865839958191,595.9699063301086,1526.046865714595,3119.865839958191,595.9699063301086,1526.046865714595,3119.865839958191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760.433318044839,,,
915600,NGA,rural,915. ODUKPANI,9. Cross River,5. South South,8,7.830934587339324,19577.336468348312,1713,3,760.433318044839,402.28057861328125,244.81793212890625,2,223.463623046875,239.6441569328308,719.0542246541852,1534.4733787178993,1567.6017875671387,240.82004570960999,239.6441569328308,719.0542246541851,1534.4733787178993,239.6441569328308,719.0542246541851,1534.4733787178993,239.6441569328308,719.0542246541851,1534.4733787178993,239.6441569328308,719.0542246541851,1534.4733787178993,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,6083.466544358712,,,
917127,NGA,rural,917. YAKURR-UGEP NORTH,9. Cross River,5. South South,2,1.950484278187783,4876.210695469457,1713,4,1618.3848705162488,731.0657958984375,553.6651611328125,4,230.43284606933594,535.6719014644623,1654.5963694238678,2907.062274813652,2980.861988544464,550.9506109952927,535.6719014644623,1654.5963694238676,2907.062274813652,535.6719014644623,1654.5963694238676,2907.062274813652,535.6719014644623,1654.5963694238676,2907.062274813652,535.6719014644623,1654.5963694238676,2907.062274813652,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3236.7697410324977,,,
917130,NGA,rural,917. YAKURR-UGEP NORTH,9. Cross River,5. South South,7,5.286692892163132,13216.73223040783,1713,4,1618.3848705162488,577.993408203125,344.02496337890625,4,230.43284606933594,259.82200576364994,712.7569131995277,1463.3371857106686,1937.5743250846863,264.80106514692307,259.82200576364994,712.7569131995277,1463.3371857106686,259.82200576364994,712.7569131995277,1463.3371857106686,259.82200576364994,712.7569131995277,1463.3371857106686,259.82200576364994,712.7569131995277,1463.3371857106686,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,11328.694093613742,,,
917423,NGA,urban,917. YAKURR-UGEP NORTH,9. Cross River,5. South South,5,5.645654569804727,14114.136424511818,1713,2,2250.15826032178,567.8319091796875,304.2283020019531,4,223.9542236328125,339.2278490662575,863.9735693555367,1798.7808972001076,1593.066743850708,341.54916578531265,339.2278490662575,863.9735693555367,1798.7808972001076,339.2278490662575,863.9735693555367,1798.7808972001076,339.2278490662575,863.9735693555367,1798.7808972001076,339.2278490662575,863.9735693555367,1798.7808972001076,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,11250.791301608899,,,
917538,NGA,urban,917. YAKURR-UGEP NORTH,9. Cross River,5. South South,1,1.172194806297346,2930.4870157433647,1713,4,1373.932352651039,1085.55712890625,509.2229919433594,5,219.08851623535156,586.1942504644394,1776.7212381137927,3208.004501581192,2736.7503089904785,605.5833094120026,586.1942504644394,1776.7212381137929,3208.004501581192,586.1942504644394,1776.7212381137929,3208.004501581192,586.1942504644394,1776.7212381137929,3208.004501581192,586.1942504644394,1776.7212381137929,3208.004501581192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.932352651039,,,
917541,NGA,rural,917. YAKURR-UGEP NORTH,9. Cross River,5. South South,3,2.700685884755581,6751.714711888952,1713,4,2259.9611998159876,685.9214477539062,446.6303405761719,4,223.463623046875,402.0694457292557,1290.9669773653463,2332.037214040756,2590.494378089905,410.3646602034569,402.0694457292557,1290.9669773653463,2332.037214040756,402.0694457292557,1290.9669773653463,2332.037214040756,402.0694457292557,1290.9669773653463,2332.037214040756,402.0694457292557,1290.9669773653463,2332.037214040756,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6779.883599447963,,,
918294,NGA,rural,918. YALLA,9. Cross River,5. South South,5,3.792545641540724,9481.36410385181,1713,4,841.5601774065502,539.3480834960938,328.99810791015625,3,231.96514892578125,248.47665560245514,1365.7263036115323,2056.118241071701,2710.736343860626,251.88318806886673,248.47665560245514,1365.7263036115328,2056.118241071701,248.47665560245514,1365.7263036115328,2056.118241071701,248.47665560245514,1365.7263036115328,2056.118241071701,248.47665560245514,1365.7263036115328,2056.118241071701,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4207.800887032751,,,
918556,NGA,rural,918. YALLA,9. Cross River,5. South South,4,2.8729929423506055,7182.482355876515,1713,1,1955.4175938043786,231.60183715820312,136.2771759033203,1,223.463623046875,97.88084554672241,612.8146956184784,1284.1544786691666,1787.897888302803,100.06531054526567,97.88084554672241,612.8146956184784,1284.1544786691666,97.88084554672241,612.8146956184784,1284.1544786691666,97.88084554672241,612.8146956184784,1284.1544786691666,97.88084554672241,612.8146956184784,1284.1544786691666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7821.670375217514,,,
1001308,NGA,rural,1001. ANIOCHA NORTH,10. Delta,5. South South,4,3.145448447718687,7863.6211192967185,1713,2,1661.8537874551328,306.7952880859375,193.60906982421875,2,236.78379821777344,152.24685049057007,1192.3015232156972,2258.349137455225,2871.894582748413,156.11056753993034,152.24685049057007,1192.3015232156972,2258.349137455225,152.24685049057007,1192.3015232156972,2258.349137455225,152.24685049057007,1192.3015232156972,2258.349137455225,152.24685049057007,1192.3015232156972,2258.349137455225,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6647.415149820531,,,
1004480,NGA,rural,1004. BURUTU,10. Delta,5. South South,5,5.273727532203816,13184.318830509541,1713,5,1177.2850889542437,1189.763671875,607.7875366210938,5,228.2845001220703,632.4897036552429,1151.3339278271146,3101.540506184101,2940.558171272278,637.1570234298706,632.4897036552429,1151.3339278271146,3101.540506184101,632.4897036552429,1151.3339278271146,3101.540506184101,632.4897036552429,1151.3339278271146,3101.540506184101,632.4897036552429,1151.3339278271146,3101.540506184101,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5886.425444771219,,,
1005034,NGA,rural,1005. ETHIOPE EAST,10. Delta,5. South South,2,1.797623797642467,4494.059494106168,1713,5,3123.4814951989583,1348.74365234375,620.5440063476562,5,214.84559631347656,554.3237315416336,1164.9873130216838,3181.8098974227905,3540.0174922943115,552.1526415348053,554.3237315416336,1164.9873130216838,3181.8098974227905,554.3237315416336,1164.9873130216838,3181.8098974227905,554.3237315416336,1164.9873130216838,3181.8098974227905,554.3237315416336,1164.9873130216838,3181.8098974227905,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6246.962990397917,,,
1006162,NGA,rural,1006. ETHIOPE WEST,10. Delta,5. South South,5,4.280359102019727,10700.897755049316,1713,5,2103.5475221862494,924.30810546875,486.9001770019531,5,230.4754180908203,411.17863112688065,1076.9676856976257,2498.6991970688105,2918.796206474304,407.83304530382156,411.17863112688065,1076.9676856976255,2498.6991970688105,411.17863112688065,1076.9676856976255,2498.6991970688105,411.17863112688065,1076.9676856976255,2498.6991970688105,411.17863112688065,1076.9676856976255,2498.6991970688105,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,10517.737610931246,,,
1006164,NGA,rural,1006. ETHIOPE WEST,10. Delta,5. South South,1,0.9194322433342397,2298.580608335599,1713,5,2103.5475221862494,2485.20556640625,1110.6912841796875,5,230.4754180908203,999.7767789363861,2631.4812579717695,5061.220510005951,5504.72373008728,986.8845593929291,999.7767789363861,2631.4812579717695,5061.220510005951,999.7767789363861,2631.4812579717695,5061.220510005951,999.7767789363861,2631.4812579717695,5061.220510005951,999.7767789363861,2631.4812579717695,5061.220510005951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103.5475221862494,,,
1006174,NGA,rural,1006. ETHIOPE WEST,10. Delta,5. South South,2,2.443394806297346,6108.487015743365,1713,5,2746.730746660423,1029.2406005859375,409.7127380371094,5,224.18048095703125,498.40214747190475,1180.5193547777208,2796.260228574276,2288.832118988037,509.5155492424965,498.40214747190475,1180.519354777721,2796.260228574276,498.40214747190475,1180.519354777721,2796.260228574276,498.40214747190475,1180.519354777721,2796.260228574276,498.40214747190475,1180.519354777721,2796.260228574276,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5493.461493320846,,,
1008481,NGA,rural,1008. IKA SOUTH,10. Delta,5. South South,2,2.1310373867950503,5327.593466987625,1713,4,1976.225034025805,701.8201904296875,378.91986083984375,4,221.71401977539062,402.3176093697548,1491.3763601687951,3281.7810863256454,3079.9845294952393,411.4773960709572,402.3176093697548,1491.3763601687951,3281.7810863256454,402.3176093697548,1491.3763601687951,3281.7810863256454,402.3176093697548,1491.3763601687951,3281.7810863256454,402.3176093697548,1491.3763601687951,3281.7810863256454,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3952.45006805161,,,
1008483,NGA,rural,1008. IKA SOUTH,10. Delta,5. South South,4,4.053128465253285,10132.821163133212,1713,5,1976.225034025805,1325.7666015625,398.2492370605469,5,221.71401977539062,389.2531368136406,990.6944645031325,2086.2605372667313,2058.913817882538,382.19600808620453,389.2531368136406,990.6944645031325,2086.2605372667313,389.2531368136406,990.6944645031325,2086.2605372667313,389.2531368136406,990.6944645031325,2086.2605372667313,389.2531368136406,990.6944645031325,2086.2605372667313,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,7904.90013610322,,,
1008486,NGA,rural,1008. IKA SOUTH,10. Delta,5. South South,3,2.959794806297346,7399.487015743365,1713,5,1976.225034025805,1066.7396240234375,629.3845825195312,5,221.71401977539062,619.9973681569099,1772.073464453871,3667.2199767827988,3717.034613609314,643.2701405882835,619.9973681569099,1772.073464453871,3667.2199767827988,619.9973681569099,1772.073464453871,3667.2199767827988,619.9973681569099,1772.073464453871,3667.2199767827988,619.9973681569099,1772.073464453871,3667.2199767827988,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5928.6751020774145,,,
1009076,NGA,rural,1009. ISOKO NORTH,10. Delta,5. South South,7,6.5366484477186875,16341.621119296718,1713,4,1589.9190049874642,535.2777099609375,260.82110595703125,3,214.84559631347656,239.98512056469917,556.0557468757204,1303.938744544983,1396.3687162399292,244.14366403222084,239.98512056469917,556.0557468757204,1303.938744544983,239.98512056469917,556.0557468757204,1303.938744544983,239.98512056469917,556.0557468757204,1303.938744544983,239.98512056469917,556.0557468757204,1303.938744544983,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,11129.43303491225,,,
1010636,NGA,rural,1010. ISOKO SOUTH,10. Delta,5. South South,4,3.18073738679505,7951.843466987626,1713,5,4213.157422012205,1101.36962890625,410.4671325683594,5,225.4193115234375,323.9863096177578,640.4751101426417,1340.595574080944,1685.8928227424622,321.9584908783436,323.9863096177578,640.4751101426417,1340.595574080944,323.9863096177578,640.4751101426417,1340.595574080944,323.9863096177578,640.4751101426417,1340.595574080944,323.9863096177578,640.4751101426417,1340.595574080944,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,16852.62968804882,,,
1012503,NGA,rural,1012. NDOKWA WEST,10. Delta,5. South South,7,4.57253738679505,11431.343466987626,1713,5,1426.72076593802,839.1414794921875,417.9247131347656,5,221.71401977539062,271.3639497756958,800.3650434441314,2073.024130165577,3173.548501968384,278.8450250029564,271.3639497756958,800.3650434441314,2073.024130165577,271.3639497756958,800.3650434441314,2073.024130165577,271.3639497756958,800.3650434441314,2073.024130165577,271.3639497756958,800.3650434441314,2073.024130165577,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,9987.045361566139,,,
1012517,NGA,rural,1012. NDOKWA WEST,10. Delta,5. South South,1,0.9788536414213411,2447.134103553353,1713,5,1951.2080965940336,1450.0614013671875,927.97265625,5,220.88516235351562,908.3493647575378,1722.013261963616,4543.427675962448,4641.580253601074,924.7707332372665,908.3493647575378,1722.0132619636165,4543.427675962448,908.3493647575378,1722.0132619636165,4543.427675962448,908.3493647575378,1722.0132619636165,4543.427675962448,908.3493647575378,1722.0132619636165,4543.427675962448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.2080965940336,,,
1014223,NGA,rural,1014. OSHIMILI NORTH,10. Delta,5. South South,3,2.717056040976707,6792.640102441766,1713,5,1373.4992201601578,4017.5380859375,657.5811767578125,5,224.18048095703125,568.5774735808372,1250.190840471079,2212.818234026432,2443.2528018951416,554.1743962168694,568.5774735808372,1250.1908404710784,2212.818234026432,568.5774735808372,1250.1908404710784,2212.818234026432,568.5774735808372,1250.1908404710784,2212.818234026432,568.5774735808372,1250.1908404710784,2212.818234026432,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4120.497660480473,,,
1014386,NGA,urban,1014. OSHIMILI NORTH,10. Delta,5. South South,4,3.768853641421341,9422.134103553353,1713,3,2780.722221245736,729.951416015625,243.94183349609375,4,233.6318359375,229.84527115523815,405.45969139576545,952.6169949173927,1011.0416417121887,234.16090017557144,229.84527115523815,405.45969139576533,952.6169949173927,229.84527115523815,405.45969139576533,952.6169949173927,229.84527115523815,405.45969139576533,952.6169949173927,229.84527115523815,405.45969139576533,952.6169949173927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11122.888884982944,,,
1015115,NGA,urban,1015. OSHIMILI SOUTH,10. Delta,5. South South,2,2.1733948062973463,5433.487015743365,1713,4,3905.1757337765193,1042.1650390625,491.91705322265625,5,231.13626098632812,525.6363451480865,1239.283724616168,2177.051874399185,2003.365288734436,535.8965896368027,525.6363451480865,1239.283724616168,2177.051874399185,525.6363451480865,1239.283724616168,2177.051874399185,525.6363451480865,1239.283724616168,2177.051874399185,525.6363451480865,1239.283724616168,2177.051874399185,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,7810.351467553039,,,
1015531,NGA,urban,1015. OSHIMILI SOUTH,10. Delta,5. South South,6,4.437848447718687,11094.621119296718,1713,4,4198.0283736456095,903.1571655273438,453.7372131347656,5,224.63299560546875,335.60283052921295,661.3730605950396,1754.8358491659164,2372.5494995117188,339.6874772012234,335.60283052921295,661.3730605950396,1754.8358491659164,335.60283052921295,661.3730605950396,1754.8358491659164,335.60283052921295,661.3730605950396,1754.8358491659164,335.60283052921295,661.3730605950396,1754.8358491659164,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,25188.170241873657,,,
1016552,NGA,rural,1016. PATANI,10. Delta,5. South South,4,2.3980980858657857,5995.245214664465,1713,5,2466.5439820106553,1319.7342529296875,670.3734741210938,5,228.2845001220703,401.9053248465061,1009.8482810377789,1863.065100312233,3107.5711669921875,407.21676421165466,401.9053248465061,1009.8482810377789,1863.065100312233,401.9053248465061,1009.8482810377789,1863.065100312233,401.9053248465061,1009.8482810377789,1863.065100312233,401.9053248465061,1009.8482810377789,1863.065100312233,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,9866.175928042621,,,
1017393,NGA,urban,1017. SAPELE,10. Delta,5. South South,3,2.442285884755581,6105.714711888952,1713,5,1761.801742360312,3675.3798828125,669.107666015625,5,239.72740173339844,532.3364564180374,1258.1398757358197,2146.623351454735,2636.8207500576973,526.0926542282104,532.3364564180374,1258.1398757358197,2146.623351454735,532.3364564180374,1258.1398757358197,2146.623351454735,532.3364564180374,1258.1398757358197,2146.623351454735,532.3364564180374,1258.1398757358197,2146.623351454735,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5285.405227080935,,,
1018563,NGA,urban,1018. UDU,10. Delta,5. South South,8,7.104538802416749,17761.347006041873,1713,4,1550.7833976913546,1000.8516235351562,445.98638916015625,5,224.63299560546875,394.72665125131607,688.2476245709134,1247.1200020313263,1404.3079099655151,394.25628274679184,394.72665125131607,688.2476245709134,1247.1200020313263,394.72665125131607,688.2476245709134,1247.1200020313263,394.72665125131607,688.2476245709134,1247.1200020313263,394.72665125131607,688.2476245709134,1247.1200020313263,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,12406.267181530837,,,
1018568,NGA,urban,1018. UDU,10. Delta,5. South South,4,3.876138802416749,9690.347006041875,1713,3,1550.7833976913546,762.179931640625,376.2684326171875,4,224.63299560546875,361.93863570690155,556.7282811502355,1131.5418924689293,1167.7000675201416,364.4900668859482,361.93863570690155,556.7282811502355,1131.5418924689293,361.93863570690155,556.7282811502355,1131.5418924689293,361.93863570690155,556.7282811502355,1131.5418924689293,361.93863570690155,556.7282811502355,1131.5418924689293,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,6203.133590765418,,,
1018569,NGA,urban,1018. UDU,10. Delta,5. South South,4,3.8977388024167494,9744.347006041875,1713,4,1550.7833976913546,905.3897094726562,333.31689453125,5,224.63299560546875,320.27169516682625,856.3335525004243,1820.3178634643555,1868.0757961273193,318.622051179409,320.27169516682625,856.3335525004243,1820.3178634643555,320.27169516682625,856.3335525004243,1820.3178634643555,320.27169516682625,856.3335525004243,1820.3178634643555,320.27169516682625,856.3335525004243,1820.3178634643555,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6203.133590765418,,,
1019124,NGA,rural,1019. UGHELLI NORTH,10. Delta,5. South South,4,3.0482373867950505,7620.593466987626,1713,5,3401.045831691228,1317.3819580078125,350.4806823730469,5,225.4193115234375,266.37277364730835,504.24100811507026,1037.4317221045494,1361.3529415130615,260.7811557650566,266.37277364730835,504.24100811507026,1037.4317221045494,266.37277364730835,504.24100811507026,1037.4317221045494,266.37277364730835,504.24100811507026,1037.4317221045494,266.37277364730835,504.24100811507026,1037.4317221045494,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,13604.183326764913,,,
1019137,NGA,urban,1019. UGHELLI NORTH,10. Delta,5. South South,4,3.766453641421341,9416.134103553353,1713,3,2746.9984403203157,632.37158203125,296.11273193359375,4,223.16790771484375,278.823718726635,862.9460057200893,2154.6204686164856,2288.221944332123,281.6549725532532,278.823718726635,862.9460057200893,2154.6204686164856,278.823718726635,862.9460057200893,2154.6204686164856,278.823718726635,862.9460057200893,2154.6204686164856,278.823718726635,862.9460057200893,2154.6204686164856,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,10987.993761281263,,,
1020427,NGA,rural,1020. UGHELLI SOUTH,10. Delta,5. South South,6,4.911399282962065,12278.498207405164,1713,5,2251.3988761057403,981.154296875,350.09576416015625,5,224.18048095703125,283.36241456866264,644.0042502100812,1669.1674658060074,2039.1347155570984,287.56960812211037,283.36241456866264,644.0042502100812,1669.1674658060074,283.36241456866264,644.0042502100812,1669.1674658060074,283.36241456866264,644.0042502100812,1669.1674658060074,283.36241456866264,644.0042502100812,1669.1674658060074,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,13508.393256634441,,,
1020574,NGA,rural,1020. UGHELLI SOUTH,10. Delta,5. South South,3,2.4816962219190453,6204.240554797613,1713,5,3184.7953972299333,1915.887451171875,738.9642944335938,5,228.2845001220703,608.0806570053101,1509.9584138257107,2750.531665802002,3324.981906890869,599.7341570854187,608.0806570053101,1509.9584138257107,2750.531665802002,608.0806570053101,1509.9584138257107,2750.531665802002,608.0806570053101,1509.9584138257107,2750.531665802002,608.0806570053101,1509.9584138257107,2750.531665802002,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,9554.3861916898,,,
1021582,NGA,urban,1021. UKWANI,10. Delta,5. South South,6,6.3128971503024305,15782.24287575608,1713,5,1943.642456821093,1540.330078125,538.560302734375,5,221.98509216308594,560.4554496407509,1309.3783815805543,2771.3917447328568,2634.0284156799316,554.4696736335754,560.4554496407509,1309.3783815805543,2771.3917447328568,560.4554496407509,1309.3783815805543,2771.3917447328568,560.4554496407509,1309.3783815805543,2771.3917447328568,560.4554496407509,1309.3783815805543,2771.3917447328568,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,11661.854740926557,,,
1024293,NGA,rural,1024. WARRI SOUTH,10. Delta,5. South South,10,8.183722279131935,20459.305697829837,1713,3,1469.1084672590991,513.040283203125,233.61448669433594,3,206.15589904785156,190.1121759712696,412.5588063333416,854.4428418576717,1044.0760560035706,190.50311276316643,190.1121759712696,412.5588063333416,854.4428418576717,190.1121759712696,412.5588063333416,854.4428418576717,190.1121759712696,412.5588063333416,854.4428418576717,190.1121759712696,412.5588063333416,854.4428418576717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14691.08467259099,,,
1101595,NGA,urban,1101. ABAKALIKI,11. Ebonyi,4. South East,8,8.306065885593421,20765.16471398355,1713,1,961.7898342983923,282.3405456542969,98.90823364257812,1,202.0630645751953,99.12085163593292,321.3414966901668,877.6444227099419,845.3045492172241,98.69543473422527,99.12085163593292,321.3414966901668,877.6444227099419,99.12085163593292,321.3414966901668,877.6444227099419,99.12085163593292,321.3414966901668,877.6444227099419,99.12085163593292,321.3414966901668,877.6444227099419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7694.318674387138,,,
1102151,NGA,rural,1102. AFIKPO NORTH,11. Ebonyi,4. South East,11,10.821430593246838,27053.57648311709,1713,1,610.8452679697805,219.156982421875,119.5676498413086,1,207.11021423339844,117.62664157152176,452.5910114386992,975.0336809158325,991.1231474876404,115.42643676698208,117.62664157152176,452.5910114386992,975.0336809158325,117.62664157152176,452.5910114386992,975.0336809158325,117.62664157152176,452.5910114386992,975.0336809158325,117.62664157152176,452.5910114386992,975.0336809158325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6719.2979476675855,,,
1102303,NGA,rural,1102. AFIKPO NORTH,11. Ebonyi,4. South East,5,4.1801694391831905,10450.423597957979,1713,1,453.62298478733726,247.84347534179688,154.07073974609375,1,215.26451110839844,128.80836194753647,370.17060475024687,1250.1222960352898,1495.3009505271912,126.01849097013474,128.80836194753647,370.17060475024687,1250.1222960352898,128.80836194753647,370.17060475024687,1250.1222960352898,128.80836194753647,370.17060475024687,1250.1222960352898,128.80836194753647,370.17060475024687,1250.1222960352898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2268.1149239366864,,,
1103164,NGA,rural,1103. AFIKPO SOUTH,11. Ebonyi,4. South East,1,1.172194806297346,2930.4870157433647,1713,4,1025.1362558772396,544.5714721679688,293.10791015625,3,225.1415252685547,343.57957631349564,1446.5155468405353,2869.9749755859375,2448.3771209716797,346.61499682068825,343.57957631349564,1446.5155468405353,2869.9749755859375,343.57957631349564,1446.5155468405353,2869.9749755859375,343.57957631349564,1446.5155468405353,2869.9749755859375,343.57957631349564,1446.5155468405353,2869.9749755859375,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1025.1362558772396,,,
1103165,NGA,rural,1103. AFIKPO SOUTH,11. Ebonyi,4. South East,5,4.12730807583025,10318.270189575625,1713,1,1025.1362558772396,253.09454345703125,174.98269653320312,1,225.1415252685547,144.44149397313595,496.32841616875197,1220.9830728769302,1479.1518740653992,140.30113948136568,144.44149397313595,496.32841616875197,1220.9830728769302,144.44149397313595,496.32841616875197,1220.9830728769302,144.44149397313595,496.32841616875197,1220.9830728769302,144.44149397313595,496.32841616875197,1220.9830728769302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5125.681279386198,,,
1103312,NGA,rural,1103. AFIKPO SOUTH,11. Ebonyi,4. South East,6,6.23257011270152,15581.425281753802,1713,2,1025.1362558772396,335.9334716796875,135.4900360107422,2,215.26451110839844,140.7418693304062,487.94470172479174,1276.2129645347595,1228.5907249450684,139.22344461083412,140.7418693304062,487.94470172479174,1276.2129645347595,140.7418693304062,487.94470172479174,1276.2129645347595,140.7418693304062,487.94470172479174,1276.2129645347595,140.7418693304062,487.94470172479174,1276.2129645347595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6150.817535263437,,,
